ZIP,form,time_min,time_max,LAT,LNG,year,month,time_mean
00802,I-485,10.6,22.3,18.340862,-64.923479,2017,8,16.45
00820,N-400,10.1,19.7,17.743072,-64.68657,2017,8,14.899999999999999
00820,I-485,10.6,22.3,17.743072,-64.68657,2017,8,16.45
00917,N-400,10.1,19.7,18.420674000000002,-66.050105,2017,8,14.899999999999999
00917,I-485,10.6,22.3,18.420674000000002,-66.050105,2017,8,16.45
00917,N-600,19.2,24.8,18.420674000000002,-66.050105,2017,8,22
01840,N-600,7.6,10.1,42.706763,-71.160403,2017,8,8.85
01840,N-400,6.6,16.2,42.706763,-71.160403,2017,8,11.399999999999999
01840,I-485,8.1,18.7,42.706763,-71.160403,2017,8,13.399999999999999
02203,N-600,10.1,13.1,42.360598,-71.058775,2017,8,11.6
02203,N-400,6.6,19.2,42.360598,-71.058775,2017,8,12.899999999999999
02203,I-485,9.1,21.2,42.360598,-71.058775,2017,8,15.149999999999999
02919,N-400,10.1,19.7,41.82744,-71.519879,2017,8,14.899999999999999
02919,I-485,10.6,22.3,41.82744,-71.519879,2017,8,16.45
02919,N-600,6.1,8.1,41.82744,-71.519879,2017,8,7.1
03110,I-485,10.6,22.3,42.935584,-71.536871,2017,8,16.45
03110,N-400,10.1,19.7,42.935584,-71.536871,2017,8,14.899999999999999
04106,N-400,10.1,19.7,43.631402,-70.285989,2017,8,14.899999999999999
04106,I-485,10.6,22.3,43.631402,-70.285989,2017,8,16.45
04106,N-600,5.1,7.1,43.631402,-70.285989,2017,8,6.1
05478,I-485,10.6,22.3,44.808422,-73.082507,2017,8,16.45
05478,N-400,10.1,19.7,44.808422,-73.082507,2017,8,14.899999999999999
05478,N-600,4.6,7.1,44.808422,-73.082507,2017,8,5.85
06103,N-400,9.6,18.2,41.767208,-72.674257,2017,8,13.899999999999999
06103,I-485,10.6,22.3,41.767208,-72.674257,2017,8,16.45
06103,N-400,10.1,19.7,41.767208,-72.674257,2017,8,14.899999999999999
06103,N-600,4,7.1,41.767208,-72.674257,2017,8,5.55
06103,N-600,6.6,8.6,41.767208,-72.674257,2017,8,7.6
06103,I-485,10.6,22.3,41.767208,-72.674257,2017,8,16.45
07102,N-400,8.6,17.2,40.735659,-74.173605,2017,8,12.899999999999999
07102,I-485,10.6,21.7,40.735659,-74.173605,2017,8,16.15
07102,N-600,6.1,8.1,40.735659,-74.173605,2017,8,7.1
08054,N-600,5.6,7.6,39.948992,-74.900247,2017,8,6.6
08054,I-485,9.6,17.2,39.948992,-74.900247,2017,8,13.399999999999999
08054,N-400,7.1,18.2,39.948992,-74.900247,2017,8,12.649999999999999
10278,N-400,12.1,24.8,40.715182,-74.003778,2017,8,18.45
10278,I-485,19.2,29.3,40.715182,-74.003778,2017,8,24.25
10278,N-600,17.2,22.3,40.715182,-74.003778,2017,8,19.75
11101,N-600,18.2,23.3,40.747155,-73.93975,2017,8,20.75
11101,I-485,10.1,30.3,40.747155,-73.93975,2017,8,20.2
11101,N-400,7.6,12.1,40.747155,-73.93975,2017,8,9.85
11219,I-485,19.7,36.9,40.632667,-73.996669,2017,8,28.299999999999997
11219,N-400,15.2,19.2,40.632667,-73.996669,2017,8,17.2
11432,N-600,15.7,20.2,40.715359,-73.793071,2017,8,17.95
11432,I-485,12.6,24.8,40.715359,-73.793071,2017,8,18.7
11432,N-400,10.6,22.3,40.715359,-73.793071,2017,8,16.45
12110,N-600,9.6,12.6,42.750578,-73.776118,2017,8,11.1
12110,N-400,10.1,19.7,42.750578,-73.776118,2017,8,14.899999999999999
12110,I-485,10.6,22.3,42.750578,-73.776118,2017,8,16.45
14202,I-485,10.6,22.3,42.881489,-78.877477,2017,8,16.45
14202,N-600,4,7.1,42.881489,-78.877477,2017,8,5.55
14202,N-400,6.6,14.2,42.881489,-78.877477,2017,8,10.399999999999999
15235,N-400,5.6,16.2,40.459801,-79.82242,2017,8,10.899999999999999
15235,I-485,10.6,22.3,40.459801,-79.82242,2017,8,16.45
15235,N-600,6.1,8.1,40.459801,-79.82242,2017,8,7.1
19104,N-400,9.6,20.2,39.95852,-75.198857,2017,8,14.899999999999999
19104,N-600,8.6,11.1,39.95852,-75.198857,2017,8,9.85
19104,I-485,13.7,22.3,39.95852,-75.198857,2017,8,18
21227,I-485,10.1,23.8,39.23997,-76.67945,2017,8,16.95
21227,N-400,12.6,20.2,39.23997,-76.67945,2017,8,16.4
21227,N-600,15.2,19.2,39.23997,-76.67945,2017,8,17.2
22202,I-130,8.1,10.6,38.856868,-77.051492,2017,8,9.35
22202,I-129F,10.6,14.2,38.856868,-77.051492,2017,8,12.399999999999999
22202,I-765,3.5,5.6,38.856868,-77.051492,2017,8,4.55
22202,I-765,3.5,5.6,38.856868,-77.051492,2017,8,4.55
22202,I-765,3.5,5.6,38.856868,-77.051492,2017,8,4.55
22202,I-90,2,13.1,38.856868,-77.051492,2017,8,7.55
23502,N-600,11.6,14.7,36.860941,-76.204908,2017,8,13.149999999999999
23502,N-400,8.6,19.7,36.860941,-76.204908,2017,8,14.149999999999999
23502,I-485,10.6,22.3,36.860941,-76.204908,2017,8,16.45
27703,N-400,4,8.1,35.959253,-78.806827,2017,8,6.05
27703,N-600,4,7.1,35.959253,-78.806827,2017,8,5.55
27703,I-485,6.6,14.7,35.959253,-78.806827,2017,8,10.649999999999999
28217,I-485,10.6,22.3,35.168896,-80.908285,2017,8,16.45
28217,N-400,9.6,13.1,35.168896,-80.908285,2017,8,11.35
28217,N-600,13.7,17.7,35.168896,-80.908285,2017,8,15.7
29407,N-600,3,7.1,32.79893,-79.997803,2017,8,5.05
29407,I-485,8.1,26.3,32.79893,-79.997803,2017,8,17.2
29407,N-400,4,13.7,32.79893,-79.997803,2017,8,8.85
29650,N-400,10.1,19.7,34.898138,-82.258067,2017,8,14.899999999999999
29650,N-600,14.2,18.7,34.898138,-82.258067,2017,8,16.45
29650,I-485,10.6,22.3,34.898138,-82.258067,2017,8,16.45
30345,I-485,13.7,23.8,33.851722,-84.283624,2017,8,18.75
30345,N-400,14.7,29.3,33.851722,-84.283624,2017,8,22
30345,N-600,6.6,8.6,33.851722,-84.283624,2017,8,7.6
32216,I-485,7.6,18.7,30.277467,-81.582904,2017,8,13.149999999999999
32216,N-400,4,13.1,30.277467,-81.582904,2017,8,8.55
32216,N-600,5.6,7.6,30.277467,-81.582904,2017,8,6.6
32822,N-600,7.6,9.6,28.489898,-81.290154,2017,8,8.6
32822,N-400,9.1,19.7,28.489898,-81.290154,2017,8,14.399999999999999
32822,I-485,14.2,21.7,28.489898,-81.290154,2017,8,17.95
33015,I-485,10.1,18.7,25.940565,-80.31818,2017,8,14.399999999999999
33015,N-400,6.6,16.2,25.940565,-80.31818,2017,8,11.399999999999999
33015,N-600,5.6,7.6,25.940565,-80.31818,2017,8,6.6
33150,N-600,7.6,10.1,25.85219,-80.207174,2017,8,8.85
33150,N-400,15.7,22.8,25.85219,-80.207174,2017,8,19.25
33150,I-485,10.6,22.3,25.85219,-80.207174,2017,8,16.45
33186,N-600,8.1,10.6,25.654426,-80.412156,2017,8,9.35
33186,N-400,6.6,11.1,25.654426,-80.412156,2017,8,8.85
33186,I-485,10.6,18.7,25.654426,-80.412156,2017,8,14.649999999999999
33309,N-400,16.2,29.3,26.18599,-80.172721,2017,8,22.75
33309,N-600,7.6,9.6,26.18599,-80.172721,2017,8,8.6
33309,I-485,21.2,23.8,26.18599,-80.172721,2017,8,22.5
33411,I-485,10.1,18.2,26.720012,-80.193151,2017,8,14.149999999999999
33411,N-400,6.6,19.7,26.720012,-80.193151,2017,8,13.149999999999999
33411,N-600,7.1,9.1,26.720012,-80.193151,2017,8,8.1
33634,N-400,5.1,16.2,28.009826,-82.547789,2017,8,10.649999999999999
33634,N-600,11.6,15.2,28.009826,-82.547789,2017,8,13.399999999999999
33634,I-485,8.6,20.2,28.009826,-82.547789,2017,8,14.399999999999999
33916,N-400,12.1,17.2,26.637103,-81.838448,2017,8,14.649999999999999
33916,I-485,10.6,22.3,26.637103,-81.838448,2017,8,16.45
36109,I-485,10.6,21.2,32.388957,-86.242148,2017,8,15.899999999999999
36109,N-400,12.1,21.7,32.388957,-86.242148,2017,8,16.9
36109,N-600,7.6,9.6,32.388957,-86.242148,2017,8,8.6
37217,N-600,2.5,7.1,36.108666,-86.656722,2017,8,4.8
37217,N-400,12.6,15.2,36.108666,-86.656722,2017,8,13.899999999999999
37217,I-485,10.6,22.3,36.108666,-86.656722,2017,8,16.45
38103,I-485,7.6,21.7,35.15305,-90.054979,2017,8,14.649999999999999
38103,N-400,9.6,21.2,35.15305,-90.054979,2017,8,15.399999999999999
38103,N-600,7.6,10.1,35.15305,-90.054979,2017,8,8.85
40202,N-400,4,10.1,38.256783,-85.754048,2017,8,7.05
40202,I-485,6.6,17.2,38.256783,-85.754048,2017,8,11.899999999999999
40202,N-600,3.5,7.1,38.256783,-85.754048,2017,8,5.3
43215,I-485,10.6,22.3,39.966856,-83.01296,2017,8,16.45
43215,N-400,5.1,13.7,39.966856,-83.01296,2017,8,9.399999999999999
43215,N-600,4.6,7.1,39.966856,-83.01296,2017,8,5.85
45202,N-400,4.6,11.1,39.109356,-84.502584,2017,8,7.85
45202,I-485,10.6,22.3,39.109356,-84.502584,2017,8,16.45
45202,N-600,3,7.1,39.109356,-84.502584,2017,8,5.05
46204,I-485,8.1,20.7,39.771994,-86.156997,2017,8,14.399999999999999
46204,N-400,5.6,15.2,39.771994,-86.156997,2017,8,10.399999999999999
46204,N-600,4.6,7.1,39.771994,-86.156997,2017,8,5.85
48214,I-485,6.6,18.7,42.365116,-82.987644,2017,8,12.649999999999999
48214,N-400,12.1,17.2,42.365116,-82.987644,2017,8,14.649999999999999
48214,N-600,1.5,7.1,42.365116,-82.987644,2017,8,4.3
50309,N-400,12.1,17.2,41.584603,-93.620836,2017,8,14.649999999999999
50309,I-485,10.6,22.3,41.584603,-93.620836,2017,8,16.45
50309,N-600,8.6,11.1,41.584603,-93.620836,2017,8,9.85
53202,N-400,10.1,19.7,43.049579,-87.89252,2017,8,14.899999999999999
53202,I-485,14.7,22.3,43.049579,-87.89252,2017,8,18.5
53202,N-600,10.1,13.1,43.049579,-87.89252,2017,8,11.6
55401,N-400,16.2,25.3,44.984577,-93.269097,2017,8,20.75
55401,N-600,5.6,7.6,44.984577,-93.269097,2017,8,6.6
55401,I-485,15.2,26.8,44.984577,-93.269097,2017,8,21
60605,N-600,7.6,10.1,41.867566,-87.617228,2017,8,8.85
60605,N-400,9.1,18.7,41.867566,-87.617228,2017,8,13.899999999999999
60605,I-485,13.1,34.4,41.867566,-87.617228,2017,8,23.75
63103,N-400,7.6,21.2,38.629712,-90.216863,2017,8,14.399999999999999
63103,N-600,6.6,8.6,38.629712,-90.216863,2017,8,7.6
63103,I-485,10.6,22.3,38.629712,-90.216863,2017,8,16.45
64063,I-131,4,6.1,38.911994,-94.351673,2017,8,5.05
64063,I-539,3,5.1,38.911994,-94.351673,2017,8,4.05
64063,I-817,13.1,23.8,38.911994,-94.351673,2017,8,18.45
64063,I-824,3.5,10.6,38.911994,-94.351673,2017,8,7.05
64063,I-600,3,5.1,38.911994,-94.351673,2017,8,4.05
64063,I-765,4,6.1,38.911994,-94.351673,2017,8,5.05
64063,I-600A,3,5.1,38.911994,-94.351673,2017,8,4.05
64063,I-765,6.6,8.6,38.911994,-94.351673,2017,8,7.6
64063,I-102,3.5,7.6,38.911994,-94.351673,2017,8,5.55
64153,I-485,7.6,26.3,39.274581,-94.726643,2017,8,16.95
64153,N-600,2.5,7.1,39.274581,-94.726643,2017,8,4.8
64153,N-400,5.1,11.1,39.274581,-94.726643,2017,8,8.1
67203,N-600,5.6,7.6,37.700763,-97.365701,2017,8,6.6
67203,N-400,7.1,12.6,37.700763,-97.365701,2017,8,9.85
67203,I-485,10.6,22.3,37.700763,-97.365701,2017,8,16.45
68110,I-485,10.6,22.3,41.302498,-95.892524,2017,8,16.45
68110,N-400,7.6,16.7,41.302498,-95.892524,2017,8,12.149999999999999
68508,I-140,6.1,8.1,40.818272,-96.703937,2017,8,7.1
68508,I-821,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-129,3.5,5.6,40.818272,-96.703937,2017,8,4.55
68508,I-821,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-751,16.2,23.8,40.818272,-96.703937,2017,8,20
68508,I-824,3.5,10.6,40.818272,-96.703937,2017,8,7.05
68508,I-212,11.1,14.7,40.818272,-96.703937,2017,8,12.899999999999999
68508,I-360,1,7.1,40.818272,-96.703937,2017,8,4.05
68508,I-765,3,5.1,40.818272,-96.703937,2017,8,4.05
68508,I-539,3.5,5.6,40.818272,-96.703937,2017,8,4.55
68508,I-131,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-130,7.6,10.1,40.818272,-96.703937,2017,8,8.85
68508,I-102,3.5,7.6,40.818272,-96.703937,2017,8,5.55
68508,I-131,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-130,7.6,10.1,40.818272,-96.703937,2017,8,8.85
68508,I-131,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-821,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-130,7.6,10.1,40.818272,-96.703937,2017,8,8.85
68508,I-821D,5.1,8.1,40.818272,-96.703937,2017,8,6.6
68508,I-765,3,5.1,40.818272,-96.703937,2017,8,4.05
68508,I-918,51.1,51.6,40.818272,-96.703937,2017,8,51.35
68508,I-730,8.6,11.1,40.818272,-96.703937,2017,8,9.85
68508,I-821,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-140,4.6,6.6,40.818272,-96.703937,2017,8,5.6
68508,I-821D,5.1,7.1,40.818272,-96.703937,2017,8,6.1
68508,I-131,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-765,3,5.1,40.818272,-96.703937,2017,8,4.05
68508,I-765,0.8,3,40.818272,-96.703937,2017,8,1.9
68508,I-129F,7.6,10.1,40.818272,-96.703937,2017,8,8.85
68508,N-656,10.1,13.1,40.818272,-96.703937,2017,8,11.6
68508,I-140,5.1,7.1,40.818272,-96.703937,2017,8,6.1
68508,I-131,4,6.1,40.818272,-96.703937,2017,8,5.05
68508,I-539,3.5,5.6,40.818272,-96.703937,2017,8,4.55
68508,I-140,7.6,9.6,40.818272,-96.703937,2017,8,8.6
68508,I-140,4.6,6.6,40.818272,-96.703937,2017,8,5.6
68508,I-601A,6.6,8.6,40.818272,-96.703937,2017,8,7.6
68508,I-485,8.6,14.7,40.818272,-96.703937,2017,8,11.649999999999999
68508,I-601,11.1,14.7,40.818272,-96.703937,2017,8,12.899999999999999
68508,I-130,7.6,10.1,40.818272,-96.703937,2017,8,8.85
68508,I-130,7.6,10.1,40.818272,-96.703937,2017,8,8.85
70113,N-600,19.7,25.3,29.943018,-90.083073,2017,8,22.5
70113,N-400,14.7,21.2,29.943018,-90.083073,2017,8,17.95
70113,I-485,10.6,22.3,29.943018,-90.083073,2017,8,16.45
72904,I-485,10.6,22.3,35.41334,-94.382352,2017,8,16.45
72904,N-400,10.1,19.7,35.41334,-94.382352,2017,8,14.899999999999999
72904,N-600,0.8,7.1,35.41334,-94.382352,2017,8,3.9499999999999997
73119,N-600,6.6,8.6,35.422007,-97.566125,2017,8,7.6
73119,N-400,6.6,12.6,35.422007,-97.566125,2017,8,9.6
73119,I-485,9.6,19.2,35.422007,-97.566125,2017,8,14.399999999999999
75063,N-600,8.1,10.6,32.92043,-96.986323,2017,8,9.35
75063,I-485,18.7,23.8,32.92043,-96.986323,2017,8,21.25
75063,N-400,16.2,20.7,32.92043,-96.986323,2017,8,18.45
75227,I-765,1,5.1,32.76681,-96.6869,2017,8,3.05
75227,I-765,1,5.1,32.76681,-96.6869,2017,8,3.05
75227,I-824,3.5,10.6,32.76681,-96.6869,2017,8,7.05
75227,I-765,1,3,32.76681,-96.6869,2017,8,2
75227,I-130,6.6,8.6,32.76681,-96.6869,2017,8,7.6
75227,I-751,15.7,19.7,32.76681,-96.6869,2017,8,17.7
75227,I-140,3,6.1,32.76681,-96.6869,2017,8,4.55
75227,I-130,6.6,8.6,32.76681,-96.6869,2017,8,7.6
75227,I-212,23.8,30.9,32.76681,-96.6869,2017,8,27.35
75227,I-140,3,6.1,32.76681,-96.6869,2017,8,4.55
75227,I-140,5.6,7.6,32.76681,-96.6869,2017,8,6.6
75227,I-817,13.1,23.8,32.76681,-96.6869,2017,8,18.45
75227,I-131,2.5,5.1,32.76681,-96.6869,2017,8,3.8
75227,I-130,5.1,7.1,32.76681,-96.6869,2017,8,6.1
75227,I-130,6.6,8.6,32.76681,-96.6869,2017,8,7.6
75227,I-130,5.1,7.1,32.76681,-96.6869,2017,8,6.1
75227,I-102,3.5,7.6,32.76681,-96.6869,2017,8,5.55
75227,I-129,3,5.1,32.76681,-96.6869,2017,8,4.05
75227,I-129F,7.1,9.1,32.76681,-96.6869,2017,8,8.1
75227,I-140,3,6.1,32.76681,-96.6869,2017,8,4.55
75227,I-730,8.1,10.6,32.76681,-96.6869,2017,8,9.35
75227,I-140,3,6.1,32.76681,-96.6869,2017,8,4.55
75227,N-656,10.1,13.1,32.76681,-96.6869,2017,8,11.6
75227,I-485,10.1,24.8,32.76681,-96.6869,2017,8,17.45
77067,N-400,17.2,21.7,29.952629,-95.446609,2017,8,19.45
77067,N-600,18.2,23.3,29.952629,-95.446609,2017,8,20.75
77067,I-485,19.7,24.3,29.952629,-95.446609,2017,8,22
78258,N-600,8.1,10.1,29.634097,-98.497426,2017,8,9.1
78258,N-400,13.1,17.2,29.634097,-98.497426,2017,8,15.149999999999999
78258,I-485,8.1,17.2,29.634097,-98.497426,2017,8,12.649999999999999
78552,N-600,14.2,18.2,26.193782,-97.75069,2017,8,16.2
78552,I-485,9.1,31.9,26.193782,-97.75069,2017,8,20.5
78552,N-400,14.2,21.2,26.193782,-97.75069,2017,8,17.7
79925,N-600,13.7,17.7,31.79695,-106.35688,2017,8,15.7
79925,I-485,10.6,20.7,31.79695,-106.35688,2017,8,15.649999999999999
79925,N-400,12.1,17.2,31.79695,-106.35688,2017,8,14.649999999999999
80111,N-400,11.6,17.7,39.613005,-104.877957,2017,8,14.649999999999999
80111,I-485,9.1,24.8,39.613005,-104.877957,2017,8,16.95
83709,N-400,10.1,19.7,43.551112,-116.290079,2017,8,14.899999999999999
83709,I-485,10.6,22.3,43.551112,-116.290079,2017,8,16.45
83709,N-600,4,7.1,43.551112,-116.290079,2017,8,5.55
84111,I-485,16.2,18.2,40.755959,-111.883983,2017,8,17.2
84111,N-600,3.5,7.1,40.755959,-111.883983,2017,8,5.3
84111,N-400,16.7,19.2,40.755959,-111.883983,2017,8,17.95
85034,I-485,14.7,20.2,33.42958,-112.014097,2017,8,17.45
85034,N-600,7.1,9.1,33.42958,-112.014097,2017,8,8.1
85034,N-400,17.2,18.2,33.42958,-112.014097,2017,8,17.7
85714,N-600,6.6,8.6,32.167395,-110.950864,2017,8,7.6
85714,N-400,5.1,10.6,32.167395,-110.950864,2017,8,7.85
85714,I-485,10.6,22.3,32.167395,-110.950864,2017,8,16.45
87107,N-400,5.6,16.2,35.1378,-106.642543,2017,8,10.899999999999999
87107,I-485,10.6,22.3,35.1378,-106.642543,2017,8,16.45
87107,N-600,5.6,7.6,35.1378,-106.642543,2017,8,6.6
89118,N-600,6.1,8.1,36.07738,-115.213966,2017,8,7.1
89118,I-485,15.2,18.2,36.07738,-115.213966,2017,8,16.7
89118,N-400,15.7,31.4,36.07738,-115.213966,2017,8,23.549999999999997
89521,N-600,4,7.1,39.385322,-119.69207,2017,8,5.55
89521,N-400,10.1,19.7,39.385322,-119.69207,2017,8,14.899999999999999
89521,I-485,10.6,22.3,39.385322,-119.69207,2017,8,16.45
90012,N-600,4,7.1,34.065975,-118.238642,2017,8,5.55
90012,I-485,13.1,25.8,34.065975,-118.238642,2017,8,19.45
90012,N-400,9.6,18.7,34.065975,-118.238642,2017,8,14.149999999999999
90012,N-600,7.6,9.6,34.065975,-118.238642,2017,8,8.6
90012,N-400,9.6,17.2,34.065975,-118.238642,2017,8,13.399999999999999
90012,I-485,13.7,19.7,34.065975,-118.238642,2017,8,16.7
91311,I-485,15.2,18.2,34.293338,-118.603118,2017,8,16.7
91311,N-600,6.6,8.6,34.293338,-118.603118,2017,8,7.6
91311,N-400,13.1,15.7,34.293338,-118.603118,2017,8,14.399999999999999
92251,I-485,10.6,22.3,32.881449,-115.675459,2017,8,16.45
92251,N-400,10.1,19.7,32.881449,-115.675459,2017,8,14.899999999999999
92251,N-600,6.1,8.1,32.881449,-115.675459,2017,8,7.1
92408,I-485,7.6,18.2,34.083458,-117.270016,2017,8,12.899999999999999
92408,N-600,5.6,7.6,34.083458,-117.270016,2017,8,6.6
92408,N-400,7.6,16.2,34.083458,-117.270016,2017,8,11.899999999999999
92408,I-485,7.6,18.7,34.083458,-117.270016,2017,8,13.149999999999999
92408,N-400,5.6,13.1,34.083458,-117.270016,2017,8,9.35
92408,N-600,6.1,8.1,34.083458,-117.270016,2017,8,7.1
92677,I-130,80.4,104.7,33.528868,-117.701175,2017,8,92.55000000000001
92677,I-612,14.7,18.7,33.528868,-117.701175,2017,8,16.7
92677,I-130,92,119.4,33.528868,-117.701175,2017,8,105.7
92677,I-360,4,7.1,33.528868,-117.701175,2017,8,5.55
92677,I-102,3.5,7.6,33.528868,-117.701175,2017,8,5.55
92677,I-129CW,1,3,33.528868,-117.701175,2017,8,2
92677,I-129,0.8,4,33.528868,-117.701175,2017,8,2.4
92677,I-765,3,5.1,33.528868,-117.701175,2017,8,4.05
92677,I-129,6.6,8.6,33.528868,-117.701175,2017,8,7.6
92677,I-539,1.5,4.6,33.528868,-117.701175,2017,8,3.05
92677,I-130,19.2,25.3,33.528868,-117.701175,2017,8,22.25
92677,I-129,6.6,8.6,33.528868,-117.701175,2017,8,7.6
92677,I-130,32.9,42.5,33.528868,-117.701175,2017,8,37.7
92677,I-130,42.5,55.1,33.528868,-117.701175,2017,8,48.8
92677,I-485,9.6,44,33.528868,-117.701175,2017,8,26.8
92677,I-765,2,5.1,33.528868,-117.701175,2017,8,3.55
92677,I-129F,5.6,7.6,33.528868,-117.701175,2017,8,6.6
92677,I-765,16.2,21.2,33.528868,-117.701175,2017,8,18.7
92677,I-129,9.6,12.6,33.528868,-117.701175,2017,8,11.1
92677,I-821,16.2,21.2,33.528868,-117.701175,2017,8,18.7
92677,I-539,2.5,4.6,33.528868,-117.701175,2017,8,3.55
92677,I-539,5.6,7.6,33.528868,-117.701175,2017,8,6.6
92677,I-824,3.5,10.6,33.528868,-117.701175,2017,8,7.05
92677,I-821D,14.2,18.7,33.528868,-117.701175,2017,8,16.45
92677,I-539,2,4.6,33.528868,-117.701175,2017,8,3.3
92677,I-129,6.6,8.6,33.528868,-117.701175,2017,8,7.6
92677,I-129F,5.6,7.6,33.528868,-117.701175,2017,8,6.6
92677,I-821,16.2,21.2,33.528868,-117.701175,2017,8,18.7
92677,I-751,15.2,19.7,33.528868,-117.701175,2017,8,17.45
92677,I-539,5.1,7.1,33.528868,-117.701175,2017,8,6.1
92677,I-131,2,5.1,33.528868,-117.701175,2017,8,3.55
92701,N-600,11.6,15.2,33.74822,-117.858473,2017,8,13.399999999999999
92701,N-400,10.6,15.2,33.74822,-117.858473,2017,8,12.899999999999999
92701,I-485,14.2,25.3,33.74822,-117.858473,2017,8,19.75
93721,N-600,4.6,7.1,36.732891,-119.783739,2017,8,5.85
93721,N-400,6.6,11.6,36.732891,-119.783739,2017,8,9.1
93721,I-485,7.1,20.2,36.732891,-119.783739,2017,8,13.649999999999999
94111,I-485,17.7,20.7,37.799367,-122.398407,2017,8,19.2
94111,N-600,8.1,10.1,37.799367,-122.398407,2017,8,9.1
94111,N-400,10.1,19.7,37.799367,-122.398407,2017,8,14.899999999999999
95050,N-600,6.1,8.1,37.351157,-121.952295,2017,8,7.1
95050,N-400,10.1,19.7,37.351157,-121.952295,2017,8,14.899999999999999
95050,I-485,9.6,19.2,37.351157,-121.952295,2017,8,14.399999999999999
95814,N-600,5.1,7.1,38.580568,-121.49559000000001,2017,8,6.1
95814,I-485,8.6,18.2,38.580568,-121.49559000000001,2017,8,13.399999999999999
95814,N-400,9.1,13.1,38.580568,-121.49559000000001,2017,8,11.1
96813,N-600,4,7.1,21.316548,-157.845053,2017,8,5.55
96813,I-485,10.6,22.3,21.316548,-157.845053,2017,8,16.45
96813,N-400,10.6,17.2,21.316548,-157.845053,2017,8,13.899999999999999
97209,N-600,6.6,8.6,45.531124,-122.683951,2017,8,7.6
97209,I-485,8.1,18.2,45.531124,-122.683951,2017,8,13.149999999999999
97209,N-400,7.1,11.1,45.531124,-122.683951,2017,8,9.1
98168,N-600,6.6,8.6,47.489569,-122.29996,2017,8,7.6
98168,N-400,14.7,19.2,47.489569,-122.29996,2017,8,16.95
98168,I-485,15.7,19.7,47.489569,-122.29996,2017,8,17.7
98901,I-485,10.6,22.3,46.722625,-120.406039,2017,8,16.45
98901,N-400,10.1,19.7,46.722625,-120.406039,2017,8,14.899999999999999
98901,N-600,6.6,8.6,46.722625,-120.406039,2017,8,7.6
99201,N-600,6.6,8.6,47.66236,-117.437255,2017,8,7.6
99201,I-485,10.6,22.3,47.66236,-117.437255,2017,8,16.45
99201,N-400,10.1,19.7,47.66236,-117.437255,2017,8,14.899999999999999
99501,N-400,10.1,19.7,61.220018,-149.855702,2017,8,14.899999999999999
99501,N-600,6.6,8.6,61.220018,-149.855702,2017,8,7.6
99501,I-485,10.6,22.3,61.220018,-149.855702,2017,8,16.45
00802,N-400,14.1,27.4,18.340862,-64.923479,2018,8,20.75
00802,I-485,14.8,31,18.340862,-64.923479,2018,8,22.9
00820,N-400,14.1,27.4,17.743072,-64.68657,2018,8,20.75
00820,I-485,14.8,31,17.743072,-64.68657,2018,8,22.9
00917,N-400,14.1,27.4,18.420674000000002,-66.050105,2018,8,20.75
00917,I-485,14.8,31,18.420674000000002,-66.050105,2018,8,22.9
00917,N-600,26.7,34.5,18.420674000000002,-66.050105,2018,8,30.6
01840,N-600,10.6,14.1,42.706763,-71.160403,2018,8,12.35
01840,N-400,9.1,22.5,42.706763,-71.160403,2018,8,15.8
01840,I-485,11.3,26,42.706763,-71.160403,2018,8,18.65
02203,N-600,14.1,18.3,42.360598,-71.058775,2018,8,16.2
02203,N-400,9.1,26.7,42.360598,-71.058775,2018,8,17.9
02203,I-485,12.7,29.5,42.360598,-71.058775,2018,8,21.1
02919,N-400,14.1,27.4,41.82744,-71.519879,2018,8,20.75
02919,I-485,14.8,31,41.82744,-71.519879,2018,8,22.9
02919,N-600,8.4,11.3,41.82744,-71.519879,2018,8,9.850000000000001
03110,I-485,14.8,31,42.935584,-71.536871,2018,8,22.9
03110,N-400,14.1,27.4,42.935584,-71.536871,2018,8,20.75
04106,N-400,14.1,27.4,43.631402,-70.285989,2018,8,20.75
04106,I-485,14.8,31,43.631402,-70.285989,2018,8,22.9
04106,N-600,7,9.8,43.631402,-70.285989,2018,8,8.4
05478,I-485,14.8,31,44.808422,-73.082507,2018,8,22.9
05478,N-400,14.1,27.4,44.808422,-73.082507,2018,8,20.75
05478,N-600,6.3,9.8,44.808422,-73.082507,2018,8,8.05
06103,N-400,13.4,25.3,41.767208,-72.674257,2018,8,19.35
06103,I-485,14.8,31,41.767208,-72.674257,2018,8,22.9
06103,N-400,14.1,27.4,41.767208,-72.674257,2018,8,20.75
06103,N-600,5.6,9.8,41.767208,-72.674257,2018,8,7.7
06103,N-600,9.1,12,41.767208,-72.674257,2018,8,10.55
06103,I-485,14.8,31,41.767208,-72.674257,2018,8,22.9
07102,N-400,12,23.9,40.735659,-74.173605,2018,8,17.95
07102,I-485,14.8,30.2,40.735659,-74.173605,2018,8,22.5
