ZIP,form,time_min,time_max,LAT,LNG,year,month,time_mean
04106,N-400,6.4,12.5,43.631402,-70.285989,2017,4,9.45
04106,I-485,6.7,14.1,43.631402,-70.285989,2017,4,10.4
04106,N-600,3.2,4.5,43.631402,-70.285989,2017,4,3.85
05478,I-485,6.7,14.1,44.808422,-73.082507,2017,4,10.4
05478,N-400,6.4,12.5,44.808422,-73.082507,2017,4,9.45
05478,N-600,2.9,4.5,44.808422,-73.082507,2017,4,3.7
06103,N-400,6.1,11.5,41.767208,-72.674257,2017,4,8.8
06103,I-485,6.7,14.1,41.767208,-72.674257,2017,4,10.4
06103,N-400,6.4,12.5,41.767208,-72.674257,2017,4,9.45
06103,N-600,2.6,4.5,41.767208,-72.674257,2017,4,3.55
06103,N-600,4.2,5.4,41.767208,-72.674257,2017,4,4.800000000000001
06103,I-485,6.7,14.1,41.767208,-72.674257,2017,4,10.4
07102,N-400,5.4,10.9,40.735659,-74.173605,2017,4,8.15
07102,I-485,6.7,13.8,40.735659,-74.173605,2017,4,10.25
07102,N-600,3.8,5.1,40.735659,-74.173605,2017,4,4.449999999999999
08054,N-600,3.5,4.8,39.948992,-74.900247,2017,4,4.15
08054,I-485,6.1,10.9,39.948992,-74.900247,2017,4,8.5
08054,N-400,4.5,11.5,39.948992,-74.900247,2017,4,8
10278,N-400,7.7,15.7,40.715182,-74.003778,2017,4,11.7
10278,I-485,12.2,18.6,40.715182,-74.003778,2017,4,15.4
10278,N-600,10.9,14.1,40.715182,-74.003778,2017,4,12.5
11101,N-600,11.5,14.7,40.747155,-73.93975,2017,4,13.1
11101,I-485,6.4,19.2,40.747155,-73.93975,2017,4,12.8
11101,N-400,4.8,7.7,40.747155,-73.93975,2017,4,6.25
11219,I-485,12.5,23.4,40.632667,-73.996669,2017,4,17.95
11219,N-400,9.6,12.2,40.632667,-73.996669,2017,4,10.899999999999999
11432,N-600,9.9,12.8,40.715359,-73.793071,2017,4,11.350000000000001
11432,I-485,8,15.7,40.715359,-73.793071,2017,4,11.85
11432,N-400,6.7,14.1,40.715359,-73.793071,2017,4,10.4
12110,N-600,6.1,8,42.750578,-73.776118,2017,4,7.05
12110,N-400,6.4,12.5,42.750578,-73.776118,2017,4,9.45
12110,I-485,6.7,14.1,42.750578,-73.776118,2017,4,10.4
14202,I-485,6.7,14.1,42.881489,-78.877477,2017,4,10.4
14202,N-600,2.6,4.5,42.881489,-78.877477,2017,4,3.55
14202,N-400,4.2,9,42.881489,-78.877477,2017,4,6.6
15235,N-400,3.5,10.3,40.459801,-79.82242,2017,4,6.9
15235,I-485,6.7,14.1,40.459801,-79.82242,2017,4,10.4
15235,N-600,3.8,5.1,40.459801,-79.82242,2017,4,4.449999999999999
19104,N-400,6.1,12.8,39.95852,-75.198857,2017,4,9.45
19104,N-600,5.4,7,39.95852,-75.198857,2017,4,6.2
19104,I-485,8.7,14.1,39.95852,-75.198857,2017,4,11.399999999999999
21227,I-485,6.4,15.1,39.23997,-76.67945,2017,4,10.75
21227,N-400,8,12.8,39.23997,-76.67945,2017,4,10.4
21227,N-600,9.6,12.2,39.23997,-76.67945,2017,4,10.899999999999999
22202,I-130,5.1,6.7,38.856868,-77.051492,2017,4,5.9
22202,I-129F,6.7,9,38.856868,-77.051492,2017,4,7.85
22202,I-765,2.2,3.5,38.856868,-77.051492,2017,4,2.85
22202,I-765,2.2,3.5,38.856868,-77.051492,2017,4,2.85
22202,I-765,2.2,3.5,38.856868,-77.051492,2017,4,2.85
22202,I-90,1.3,8.3,38.856868,-77.051492,2017,4,4.800000000000001
23502,N-600,7.4,9.3,36.860941,-76.204908,2017,4,8.350000000000001
23502,N-400,5.4,12.5,36.860941,-76.204908,2017,4,8.95
23502,I-485,6.7,14.1,36.860941,-76.204908,2017,4,10.4
27703,N-400,2.6,5.1,35.959253,-78.806827,2017,4,3.8499999999999996
27703,N-600,2.6,4.5,35.959253,-78.806827,2017,4,3.55
27703,I-485,4.2,9.3,35.959253,-78.806827,2017,4,6.75
28217,I-485,6.7,14.1,35.168896,-80.908285,2017,4,10.4
28217,N-400,6.1,8.3,35.168896,-80.908285,2017,4,7.2
28217,N-600,8.7,11.2,35.168896,-80.908285,2017,4,9.95
29407,N-600,1.9,4.5,32.79893,-79.997803,2017,4,3.2
29407,I-485,5.1,16.7,32.79893,-79.997803,2017,4,10.899999999999999
29407,N-400,2.6,8.7,32.79893,-79.997803,2017,4,5.6499999999999995
29650,N-400,6.4,12.5,34.898138,-82.258067,2017,4,9.45
29650,N-600,9,11.9,34.898138,-82.258067,2017,4,10.45
29650,I-485,6.7,14.1,34.898138,-82.258067,2017,4,10.4
30345,I-485,8.7,15.1,33.851722,-84.283624,2017,4,11.899999999999999
30345,N-400,9.3,18.6,33.851722,-84.283624,2017,4,13.950000000000001
30345,N-600,4.2,5.4,33.851722,-84.283624,2017,4,4.800000000000001
32216,I-485,4.8,11.9,30.277467,-81.582904,2017,4,8.35
32216,N-400,2.6,8.3,30.277467,-81.582904,2017,4,5.45
32216,N-600,3.5,4.8,30.277467,-81.582904,2017,4,4.15
32822,N-600,4.8,6.1,28.489898,-81.290154,2017,4,5.449999999999999
32822,N-400,5.8,12.5,28.489898,-81.290154,2017,4,9.15
32822,I-485,9,13.8,28.489898,-81.290154,2017,4,11.4
33015,I-485,6.4,11.9,25.940565,-80.31818,2017,4,9.15
33015,N-400,4.2,10.3,25.940565,-80.31818,2017,4,7.25
33015,N-600,3.5,4.8,25.940565,-80.31818,2017,4,4.15
33150,N-600,4.8,6.4,25.85219,-80.207174,2017,4,5.6
33150,N-400,9.9,14.4,25.85219,-80.207174,2017,4,12.15
33150,I-485,6.7,14.1,25.85219,-80.207174,2017,4,10.4
33186,N-600,5.1,6.7,25.654426,-80.412156,2017,4,5.9
33186,N-400,4.2,7,25.654426,-80.412156,2017,4,5.6
33186,I-485,6.7,11.9,25.654426,-80.412156,2017,4,9.3
33309,N-400,10.3,18.6,26.18599,-80.172721,2017,4,14.450000000000001
33309,N-600,4.8,6.1,26.18599,-80.172721,2017,4,5.449999999999999
33309,I-485,13.5,15.1,26.18599,-80.172721,2017,4,14.3
33411,I-485,6.4,11.5,26.720012,-80.193151,2017,4,8.95
33411,N-400,4.2,12.5,26.720012,-80.193151,2017,4,8.35
33411,N-600,4.5,5.8,26.720012,-80.193151,2017,4,5.15
33634,N-400,3.2,10.3,28.009826,-82.547789,2017,4,6.75
33634,N-600,7.4,9.6,28.009826,-82.547789,2017,4,8.5
33634,I-485,5.4,12.8,28.009826,-82.547789,2017,4,9.100000000000001
33916,N-400,7.7,10.9,26.637103,-81.838448,2017,4,9.3
33916,I-485,6.7,14.1,26.637103,-81.838448,2017,4,10.4
36109,I-485,6.7,13.5,32.388957,-86.242148,2017,4,10.1
36109,N-400,7.7,13.8,32.388957,-86.242148,2017,4,10.75
36109,N-600,4.8,6.1,32.388957,-86.242148,2017,4,5.449999999999999
37217,N-600,1.6,4.5,36.108666,-86.656722,2017,4,3.05
37217,N-400,8,9.6,36.108666,-86.656722,2017,4,8.8
37217,I-485,6.7,14.1,36.108666,-86.656722,2017,4,10.4
38103,I-485,4.8,13.8,35.15305,-90.054979,2017,4,9.3
38103,N-400,6.1,13.5,35.15305,-90.054979,2017,4,9.8
38103,N-600,4.8,6.4,35.15305,-90.054979,2017,4,5.6
40202,N-400,2.6,6.4,38.256783,-85.754048,2017,4,4.5
40202,I-485,4.2,10.9,38.256783,-85.754048,2017,4,7.550000000000001
40202,N-600,2.2,4.5,38.256783,-85.754048,2017,4,3.35
43215,I-485,6.7,14.1,39.966856,-83.01296,2017,4,10.4
43215,N-400,3.2,8.7,39.966856,-83.01296,2017,4,5.949999999999999
43215,N-600,2.9,4.5,39.966856,-83.01296,2017,4,3.7
45202,N-400,2.9,7,39.109356,-84.502584,2017,4,4.95
45202,I-485,6.7,14.1,39.109356,-84.502584,2017,4,10.4
45202,N-600,1.9,4.5,39.109356,-84.502584,2017,4,3.2
46204,I-485,5.1,13.1,39.771994,-86.156997,2017,4,9.1
46204,N-400,3.5,9.6,39.771994,-86.156997,2017,4,6.55
46204,N-600,2.9,4.5,39.771994,-86.156997,2017,4,3.7
48214,I-485,4.2,11.9,42.365116,-82.987644,2017,4,8.05
48214,N-400,7.7,10.9,42.365116,-82.987644,2017,4,9.3
48214,N-600,1,4.5,42.365116,-82.987644,2017,4,2.75
50309,N-400,7.7,10.9,41.584603,-93.620836,2017,4,9.3
50309,I-485,6.7,14.1,41.584603,-93.620836,2017,4,10.4
50309,N-600,5.4,7,41.584603,-93.620836,2017,4,6.2
53202,N-400,6.4,12.5,43.049579,-87.89252,2017,4,9.45
53202,I-485,9.3,14.1,43.049579,-87.89252,2017,4,11.7
53202,N-600,6.4,8.3,43.049579,-87.89252,2017,4,7.3500000000000005
55401,N-400,10.3,16,44.984577,-93.269097,2017,4,13.15
55401,N-600,3.5,4.8,44.984577,-93.269097,2017,4,4.15
55401,I-485,9.6,17,44.984577,-93.269097,2017,4,13.3
60605,N-600,4.8,6.4,41.867566,-87.617228,2017,4,5.6
60605,N-400,5.8,11.9,41.867566,-87.617228,2017,4,8.85
60605,I-485,8.3,21.8,41.867566,-87.617228,2017,4,15.05
63103,N-400,4.8,13.5,38.629712,-90.216863,2017,4,9.15
63103,N-600,4.2,5.4,38.629712,-90.216863,2017,4,4.800000000000001
63103,I-485,6.7,14.1,38.629712,-90.216863,2017,4,10.4
64063,I-131,2.6,3.8,38.911994,-94.351673,2017,4,3.2
64063,I-539,1.9,3.2,38.911994,-94.351673,2017,4,2.55
64063,I-817,8.3,15.1,38.911994,-94.351673,2017,4,11.7
64063,I-824,2.2,6.7,38.911994,-94.351673,2017,4,4.45
64063,I-600,1.9,3.2,38.911994,-94.351673,2017,4,2.55
64063,I-765,2.6,3.8,38.911994,-94.351673,2017,4,3.2
64063,I-600A,1.9,3.2,38.911994,-94.351673,2017,4,2.55
64063,I-765,4.2,5.4,38.911994,-94.351673,2017,4,4.800000000000001
64063,I-102,2.2,4.8,38.911994,-94.351673,2017,4,3.5
64153,I-485,4.8,16.7,39.274581,-94.726643,2017,4,10.75
64153,N-600,1.6,4.5,39.274581,-94.726643,2017,4,3.05
64153,N-400,3.2,7,39.274581,-94.726643,2017,4,5.1
67203,N-600,3.5,4.8,37.700763,-97.365701,2017,4,4.15
67203,N-400,4.5,8,37.700763,-97.365701,2017,4,6.25
67203,I-485,6.7,14.1,37.700763,-97.365701,2017,4,10.4
68110,I-485,6.7,14.1,41.302498,-95.892524,2017,4,10.4
68110,N-400,4.8,10.6,41.302498,-95.892524,2017,4,7.699999999999999
68508,I-140,3.8,5.1,40.818272,-96.703937,2017,4,4.449999999999999
68508,I-821,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-129,2.2,3.5,40.818272,-96.703937,2017,4,2.85
68508,I-821,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-751,10.3,15.1,40.818272,-96.703937,2017,4,12.7
68508,I-824,2.2,6.7,40.818272,-96.703937,2017,4,4.45
68508,I-212,7,9.3,40.818272,-96.703937,2017,4,8.15
68508,I-360,0.6,4.5,40.818272,-96.703937,2017,4,2.55
68508,I-765,1.9,3.2,40.818272,-96.703937,2017,4,2.55
68508,I-539,2.2,3.5,40.818272,-96.703937,2017,4,2.85
68508,I-131,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-130,4.8,6.4,40.818272,-96.703937,2017,4,5.6
68508,I-102,2.2,4.8,40.818272,-96.703937,2017,4,3.5
68508,I-131,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-130,4.8,6.4,40.818272,-96.703937,2017,4,5.6
68508,I-131,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-821,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-130,4.8,6.4,40.818272,-96.703937,2017,4,5.6
68508,I-821D,3.2,5.1,40.818272,-96.703937,2017,4,4.15
68508,I-765,1.9,3.2,40.818272,-96.703937,2017,4,2.55
68508,I-918,32.4,32.7,40.818272,-96.703937,2017,4,32.55
68508,I-730,5.4,7,40.818272,-96.703937,2017,4,6.2
68508,I-821,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-140,2.9,4.2,40.818272,-96.703937,2017,4,3.55
68508,I-821D,3.2,4.5,40.818272,-96.703937,2017,4,3.85
68508,I-131,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-765,1.9,3.2,40.818272,-96.703937,2017,4,2.55
68508,I-765,0.5,1.9,40.818272,-96.703937,2017,4,1.2
68508,I-129F,4.8,6.4,40.818272,-96.703937,2017,4,5.6
68508,N-656,6.4,8.3,40.818272,-96.703937,2017,4,7.3500000000000005
68508,I-140,3.2,4.5,40.818272,-96.703937,2017,4,3.85
68508,I-131,2.6,3.8,40.818272,-96.703937,2017,4,3.2
68508,I-539,2.2,3.5,40.818272,-96.703937,2017,4,2.85
68508,I-140,4.8,6.1,40.818272,-96.703937,2017,4,5.449999999999999
68508,I-140,2.9,4.2,40.818272,-96.703937,2017,4,3.55
68508,I-601A,4.2,5.4,40.818272,-96.703937,2017,4,4.800000000000001
68508,I-485,5.4,9.3,40.818272,-96.703937,2017,4,7.3500000000000005
68508,I-601,7,9.3,40.818272,-96.703937,2017,4,8.15
68508,I-130,4.8,6.4,40.818272,-96.703937,2017,4,5.6
68508,I-130,4.8,6.4,40.818272,-96.703937,2017,4,5.6
70113,N-600,12.5,16,29.943018,-90.083073,2017,4,14.25
70113,N-400,9.3,13.5,29.943018,-90.083073,2017,4,11.4
70113,I-485,6.7,14.1,29.943018,-90.083073,2017,4,10.4
72904,I-485,6.7,14.1,35.41334,-94.382352,2017,4,10.4
72904,N-400,6.4,12.5,35.41334,-94.382352,2017,4,9.45
72904,N-600,0.5,4.5,35.41334,-94.382352,2017,4,2.5
73119,N-600,4.2,5.4,35.422007,-97.566125,2017,4,4.800000000000001
73119,N-400,4.2,8,35.422007,-97.566125,2017,4,6.1
73119,I-485,6.1,12.2,35.422007,-97.566125,2017,4,9.149999999999999
75063,N-600,5.1,6.7,32.92043,-96.986323,2017,4,5.9
75063,I-485,11.9,15.1,32.92043,-96.986323,2017,4,13.5
75063,N-400,10.3,13.1,32.92043,-96.986323,2017,4,11.7
75227,I-765,0.6,3.2,32.76681,-96.6869,2017,4,1.9000000000000001
75227,I-765,0.6,3.2,32.76681,-96.6869,2017,4,1.9000000000000001
75227,I-824,2.2,6.7,32.76681,-96.6869,2017,4,4.45
75227,I-765,0.6,1.9,32.76681,-96.6869,2017,4,1.25
75227,I-130,4.2,5.4,32.76681,-96.6869,2017,4,4.800000000000001
75227,I-751,9.9,12.5,32.76681,-96.6869,2017,4,11.2
75227,I-140,1.9,3.8,32.76681,-96.6869,2017,4,2.8499999999999996
75227,I-130,4.2,5.4,32.76681,-96.6869,2017,4,4.800000000000001
75227,I-212,15.1,19.5,32.76681,-96.6869,2017,4,17.3
75227,I-140,1.9,3.8,32.76681,-96.6869,2017,4,2.8499999999999996
75227,I-140,3.5,4.8,32.76681,-96.6869,2017,4,4.15
75227,I-817,8.3,15.1,32.76681,-96.6869,2017,4,11.7
75227,I-131,1.6,3.2,32.76681,-96.6869,2017,4,2.4000000000000004
75227,I-130,3.2,4.5,32.76681,-96.6869,2017,4,3.85
75227,I-130,4.2,5.4,32.76681,-96.6869,2017,4,4.800000000000001
75227,I-130,3.2,4.5,32.76681,-96.6869,2017,4,3.85
75227,I-102,2.2,4.8,32.76681,-96.6869,2017,4,3.5
75227,I-129,1.9,3.2,32.76681,-96.6869,2017,4,2.55
75227,I-129F,4.5,5.8,32.76681,-96.6869,2017,4,5.15
75227,I-140,1.9,3.8,32.76681,-96.6869,2017,4,2.8499999999999996
75227,I-730,5.1,6.7,32.76681,-96.6869,2017,4,5.9
75227,I-140,1.9,3.8,32.76681,-96.6869,2017,4,2.8499999999999996
75227,N-656,6.4,8.3,32.76681,-96.6869,2017,4,7.3500000000000005
75227,I-485,6.4,15.7,32.76681,-96.6869,2017,4,11.05
77067,N-400,10.9,13.8,29.952629,-95.446609,2017,4,12.350000000000001
77067,N-600,11.5,14.7,29.952629,-95.446609,2017,4,13.1
77067,I-485,12.5,15.4,29.952629,-95.446609,2017,4,13.95
78258,N-600,5.1,6.4,29.634097,-98.497426,2017,4,5.75
78258,N-400,8.3,10.9,29.634097,-98.497426,2017,4,9.600000000000001
78258,I-485,5.1,10.9,29.634097,-98.497426,2017,4,8
78552,N-600,9,11.5,26.193782,-97.75069,2017,4,10.25
78552,I-485,5.8,20.2,26.193782,-97.75069,2017,4,13
78552,N-400,9,13.5,26.193782,-97.75069,2017,4,11.25
79925,N-600,8.7,11.2,31.79695,-106.35688,2017,4,9.95
79925,I-485,6.7,13.1,31.79695,-106.35688,2017,4,9.9
79925,N-400,7.7,10.9,31.79695,-106.35688,2017,4,9.3
80111,N-400,7.4,11.2,39.613005,-104.877957,2017,4,9.3
80111,I-485,5.8,15.7,39.613005,-104.877957,2017,4,10.75
83709,N-400,6.4,12.5,43.551112,-116.290079,2017,4,9.45
83709,I-485,6.7,14.1,43.551112,-116.290079,2017,4,10.4
83709,N-600,2.6,4.5,43.551112,-116.290079,2017,4,3.55
84111,I-485,10.3,11.5,40.755959,-111.883983,2017,4,10.9
84111,N-600,2.2,4.5,40.755959,-111.883983,2017,4,3.35
84111,N-400,10.6,12.2,40.755959,-111.883983,2017,4,11.399999999999999
85034,I-485,9.3,12.8,33.42958,-112.014097,2017,4,11.05
85034,N-600,4.5,5.8,33.42958,-112.014097,2017,4,5.15
85034,N-400,10.9,11.5,33.42958,-112.014097,2017,4,11.2
85714,N-600,4.2,5.4,32.167395,-110.950864,2017,4,4.800000000000001
85714,N-400,3.2,6.7,32.167395,-110.950864,2017,4,4.95
85714,I-485,6.7,14.1,32.167395,-110.950864,2017,4,10.4
87107,N-400,3.5,10.3,35.1378,-106.642543,2017,4,6.9
87107,I-485,6.7,14.1,35.1378,-106.642543,2017,4,10.4
87107,N-600,3.5,4.8,35.1378,-106.642543,2017,4,4.15
89118,N-600,3.8,5.1,36.07738,-115.213966,2017,4,4.449999999999999
89118,I-485,9.6,11.5,36.07738,-115.213966,2017,4,10.55
89118,N-400,9.9,19.9,36.07738,-115.213966,2017,4,14.899999999999999
89521,N-600,2.6,4.5,39.385322,-119.69207,2017,4,3.55
89521,N-400,6.4,12.5,39.385322,-119.69207,2017,4,9.45
89521,I-485,6.7,14.1,39.385322,-119.69207,2017,4,10.4
90012,N-600,2.6,4.5,34.065975,-118.238642,2017,4,3.55
90012,I-485,8.3,16.3,34.065975,-118.238642,2017,4,12.3
90012,N-400,6.1,11.9,34.065975,-118.238642,2017,4,9
90012,N-600,4.8,6.1,34.065975,-118.238642,2017,4,5.449999999999999
90012,N-400,6.1,10.9,34.065975,-118.238642,2017,4,8.5
90012,I-485,8.7,12.5,34.065975,-118.238642,2017,4,10.6
91311,I-485,9.6,11.5,34.293338,-118.603118,2017,4,10.55
91311,N-600,4.2,5.4,34.293338,-118.603118,2017,4,4.800000000000001
91311,N-400,8.3,9.9,34.293338,-118.603118,2017,4,9.100000000000001
92251,I-485,6.7,14.1,32.881449,-115.675459,2017,4,10.4
92251,N-400,6.4,12.5,32.881449,-115.675459,2017,4,9.45
92251,N-600,3.8,5.1,32.881449,-115.675459,2017,4,4.449999999999999
92408,I-485,4.8,11.5,34.083458,-117.270016,2017,4,8.15
92408,N-600,3.5,4.8,34.083458,-117.270016,2017,4,4.15
92408,N-400,4.8,10.3,34.083458,-117.270016,2017,4,7.550000000000001
92408,I-485,4.8,11.9,34.083458,-117.270016,2017,4,8.35
92408,N-400,3.5,8.3,34.083458,-117.270016,2017,4,5.9
92408,N-600,3.8,5.1,34.083458,-117.270016,2017,4,4.449999999999999
92677,I-130,50.9,66.3,33.528868,-117.701175,2017,4,58.599999999999994
92677,I-612,9.3,11.9,33.528868,-117.701175,2017,4,10.600000000000001
92677,I-130,58.3,75.6,33.528868,-117.701175,2017,4,66.94999999999999
92677,I-360,2.6,4.5,33.528868,-117.701175,2017,4,3.55
92677,I-102,2.2,4.8,33.528868,-117.701175,2017,4,3.5
92677,I-129CW,0.6,1.9,33.528868,-117.701175,2017,4,1.25
92677,I-129,0.5,2.6,33.528868,-117.701175,2017,4,1.55
92677,I-765,1.9,3.2,33.528868,-117.701175,2017,4,2.55
92677,I-129,4.2,5.4,33.528868,-117.701175,2017,4,4.800000000000001
92677,I-539,1,2.9,33.528868,-117.701175,2017,4,1.95
92677,I-130,12.2,16,33.528868,-117.701175,2017,4,14.1
92677,I-129,4.2,5.4,33.528868,-117.701175,2017,4,4.800000000000001
92677,I-130,20.8,26.9,33.528868,-117.701175,2017,4,23.85
92677,I-130,26.9,34.9,33.528868,-117.701175,2017,4,30.9
92677,I-485,6.1,27.9,33.528868,-117.701175,2017,4,17
92677,I-765,1.3,3.2,33.528868,-117.701175,2017,4,2.25
92677,I-129F,3.5,4.8,33.528868,-117.701175,2017,4,4.15
92677,I-765,10.3,13.5,33.528868,-117.701175,2017,4,11.9
92677,I-129,6.1,8,33.528868,-117.701175,2017,4,7.05
92677,I-821,10.3,13.5,33.528868,-117.701175,2017,4,11.9
92677,I-539,1.6,2.9,33.528868,-117.701175,2017,4,2.25
92677,I-539,3.5,4.8,33.528868,-117.701175,2017,4,4.15
92677,I-824,2.2,6.7,33.528868,-117.701175,2017,4,4.45
92677,I-821D,9,11.9,33.528868,-117.701175,2017,4,10.45
92677,I-539,1.3,2.9,33.528868,-117.701175,2017,4,2.1
92677,I-129,4.2,5.4,33.528868,-117.701175,2017,4,4.800000000000001
92677,I-129F,3.5,4.8,33.528868,-117.701175,2017,4,4.15
92677,I-821,10.3,13.5,33.528868,-117.701175,2017,4,11.9
92677,I-751,9.6,12.5,33.528868,-117.701175,2017,4,11.05
92677,I-539,3.2,4.5,33.528868,-117.701175,2017,4,3.85
92677,I-131,1.3,3.2,33.528868,-117.701175,2017,4,2.25
92701,N-600,7.4,9.6,33.74822,-117.858473,2017,4,8.5
92701,N-400,6.7,9.6,33.74822,-117.858473,2017,4,8.15
92701,I-485,9,16,33.74822,-117.858473,2017,4,12.5
93721,N-600,2.9,4.5,36.732891,-119.783739,2017,4,3.7
93721,N-400,4.2,7.4,36.732891,-119.783739,2017,4,5.800000000000001
93721,I-485,4.5,12.8,36.732891,-119.783739,2017,4,8.65
94111,I-485,11.2,13.1,37.799367,-122.398407,2017,4,12.149999999999999
94111,N-600,5.1,6.4,37.799367,-122.398407,2017,4,5.75
94111,N-400,6.4,12.5,37.799367,-122.398407,2017,4,9.45
95050,N-600,3.8,5.1,37.351157,-121.952295,2017,4,4.449999999999999
95050,N-400,6.4,12.5,37.351157,-121.952295,2017,4,9.45
95050,I-485,6.1,12.2,37.351157,-121.952295,2017,4,9.149999999999999
95814,N-600,3.2,4.5,38.580568,-121.49559000000001,2017,4,3.85
95814,I-485,5.4,11.5,38.580568,-121.49559000000001,2017,4,8.45
95814,N-400,5.8,8.3,38.580568,-121.49559000000001,2017,4,7.050000000000001
96813,N-600,2.6,4.5,21.316548,-157.845053,2017,4,3.55
96813,I-485,6.7,14.1,21.316548,-157.845053,2017,4,10.4
96813,N-400,6.7,10.9,21.316548,-157.845053,2017,4,8.8
97209,N-600,4.2,5.4,45.531124,-122.683951,2017,4,4.800000000000001
97209,I-485,5.1,11.5,45.531124,-122.683951,2017,4,8.3
97209,N-400,4.5,7,45.531124,-122.683951,2017,4,5.75
98168,N-600,4.2,5.4,47.489569,-122.29996,2017,4,4.800000000000001
98168,N-400,9.3,12.2,47.489569,-122.29996,2017,4,10.75
98168,I-485,9.9,12.5,47.489569,-122.29996,2017,4,11.2
98901,I-485,6.7,14.1,46.722625,-120.406039,2017,4,10.4
98901,N-400,6.4,12.5,46.722625,-120.406039,2017,4,9.45
98901,N-600,4.2,5.4,46.722625,-120.406039,2017,4,4.800000000000001
99201,N-600,4.2,5.4,47.66236,-117.437255,2017,4,4.800000000000001
99201,I-485,6.7,14.1,47.66236,-117.437255,2017,4,10.4
99201,N-400,6.4,12.5,47.66236,-117.437255,2017,4,9.45
99501,N-400,6.4,12.5,61.220018,-149.855702,2017,4,9.45
99501,N-600,4.2,5.4,61.220018,-149.855702,2017,4,4.800000000000001
99501,I-485,6.7,14.1,61.220018,-149.855702,2017,4,10.4
00802,N-400,9.6,18.8,18.340862,-64.923479,2018,4,14.2
00802,I-485,10.1,21.2,18.340862,-64.923479,2018,4,15.649999999999999
00820,N-400,9.6,18.8,17.743072,-64.68657,2018,4,14.2
00820,I-485,10.1,21.2,17.743072,-64.68657,2018,4,15.649999999999999
00917,N-400,9.6,18.8,18.420674000000002,-66.050105,2018,4,14.2
00917,I-485,10.1,21.2,18.420674000000002,-66.050105,2018,4,15.649999999999999
00917,N-600,18.3,23.6,18.420674000000002,-66.050105,2018,4,20.950000000000003
01840,N-600,7.2,9.6,42.706763,-71.160403,2018,4,8.4
01840,N-400,6.3,15.4,42.706763,-71.160403,2018,4,10.85
01840,I-485,7.7,17.9,42.706763,-71.160403,2018,4,12.799999999999999
02203,N-600,9.6,12.5,42.360598,-71.058775,2018,4,11.05
02203,N-400,6.3,18.3,42.360598,-71.058775,2018,4,12.3
02203,I-485,8.7,20.3,42.360598,-71.058775,2018,4,14.5
02919,N-400,9.6,18.8,41.82744,-71.519879,2018,4,14.2
02919,I-485,10.1,21.2,41.82744,-71.519879,2018,4,15.649999999999999
02919,N-600,5.8,7.7,41.82744,-71.519879,2018,4,6.75
03110,I-485,10.1,21.2,42.935584,-71.536871,2018,4,15.649999999999999
03110,N-400,9.6,18.8,42.935584,-71.536871,2018,4,14.2
04106,N-400,9.6,18.8,43.631402,-70.285989,2018,4,14.2
04106,I-485,10.1,21.2,43.631402,-70.285989,2018,4,15.649999999999999
04106,N-600,4.8,6.8,43.631402,-70.285989,2018,4,5.8
05478,I-485,10.1,21.2,44.808422,-73.082507,2018,4,15.649999999999999
05478,N-400,9.6,18.8,44.808422,-73.082507,2018,4,14.2
05478,N-600,4.3,6.8,44.808422,-73.082507,2018,4,5.55
06103,N-400,9.2,17.4,41.767208,-72.674257,2018,4,13.299999999999999
06103,I-485,10.1,21.2,41.767208,-72.674257,2018,4,15.649999999999999
06103,N-400,9.6,18.8,41.767208,-72.674257,2018,4,14.2
06103,N-600,3.9,6.8,41.767208,-72.674257,2018,4,5.35
06103,N-600,6.3,8.2,41.767208,-72.674257,2018,4,7.25
06103,I-485,10.1,21.2,41.767208,-72.674257,2018,4,15.649999999999999
07102,N-400,8.2,16.4,40.735659,-74.173605,2018,4,12.299999999999999
07102,I-485,10.1,20.7,40.735659,-74.173605,2018,4,15.399999999999999
07102,N-600,5.8,7.7,40.735659,-74.173605,2018,4,6.75
08054,N-600,5.3,7.2,39.948992,-74.900247,2018,4,6.25
08054,I-485,9.2,16.4,39.948992,-74.900247,2018,4,12.799999999999999
08054,N-400,6.8,17.4,39.948992,-74.900247,2018,4,12.1
10278,N-400,11.6,23.6,40.715182,-74.003778,2018,4,17.6
10278,I-485,18.3,28,40.715182,-74.003778,2018,4,23.15
10278,N-600,16.4,21.2,40.715182,-74.003778,2018,4,18.799999999999997
11101,N-600,17.4,22.2,40.747155,-73.93975,2018,4,19.799999999999997
11101,I-485,9.6,28.9,40.747155,-73.93975,2018,4,19.25
11101,N-400,7.2,11.6,40.747155,-73.93975,2018,4,9.4
11219,I-485,18.8,35.2,40.632667,-73.996669,2018,4,27
11219,N-400,14.5,18.3,40.632667,-73.996669,2018,4,16.4
11432,N-600,15,19.3,40.715359,-73.793071,2018,4,17.15
11432,I-485,12.1,23.6,40.715359,-73.793071,2018,4,17.85
